user_id,age,gender,is_married,has_children_clean,home_country,home_city,home_airport,sign_up_date,signed_up_days,last_booking_date,sessions_cnt,sessions_browsing_cnt,sessions_canceling_cnt,sessions_booking_cnt,page_clicks_total,page_clicks_clicks_browsing,page_clicks_canceling,page_clicks_booking,sessions_with_discount_offer_cnt,session_duration_sec,sum_days_between_booking_and_departure,trips_booked_all,trips_booked_canceled,trips_booked_not_canceled,flights_booked_not_canceled,return_flights_booked_not_canceled,hotels_booked_not_canceled,trips_booked_with_discount_not_canceled,trips_booked_without_discount_not_canceled,cnt_last_minute_bookings_not_canceled,cnt_weekend_trips_not_canceled,cnt_is_during_week_trip,sum_travel_duration_days_not_canceled,days_between_booking_and_departure_not_canceled,sum_nights_not_canceled,sum_rooms_not_canceled,sum_total_hotel_price_before_discount_before_canceled,sum_total_hotel_price_after_discount_before_canceled,sum_total_hotel_price_after_discount_after_canceled,cnt_hotel_booking_cheap,cnt_hotel_booking_premium,sum_seats_not_canceled,sum_checked_bags_not_canceled,sum_flight_distance_km_not_canceled,sum_total_flight_price_before_discount_before_canceled,sum_total_flight_price_after_discount_before_canceled,sum_total_flight_price_after_discount_after_canceled,cnt_flight_booking_cheap,cnt_flight_booking_premium,sum_total_trip_price_before_discount_before_cancel,sum_total_trip_price_after_discount_before_cancel,sum_total_trip_price_after_discount_after_cancel,is_age_below20,is_age_between_20_and_60,is_age_above60,cancellation_rate,avg_sum_seats_not_canceled,avg_sum_nights_not_canceled,avg_sum_rooms_not_canceled,avg_flight_distance,avg_sum_days_between_booking_and_departure,ratio_trips_booked_with_discount_to_total,avg_total_hotel_price_after_discount_after_canceled,avg_sum_total_flight_price_per_seat_after_discount_after_cancel,avg_sum_checked_bags_not_canceled,ratio_hotel_to_flight_trips,ratio_during_week_trip_to_all,ratio_weekend_trip_to_all,ratio_cheap_hotels_flights_booked_to_all,ratio_premium_hotels_flights_booked_to_all
164522,49.0,F,1,0,usa,kansas city,MCI,2022-04-30,454.0,2023-07-14 21:10:00,10,7,1,2,139,66,16,57,4,1912.939028,261.0,2,1,1,1,1,1,1,0,1.0,0,0,15.0,8.0,13.0,1.0,3029.0,3029.0,3029.0,0,0,1.0,1.0,1786.0731620565484,4028.18,4011.764,311.904,0,0,7057.18,7040.764,3340.904,0,1,0,0.5,1.0,13.0,1.0,1786.07,261.0,1.0,256.99,311.9,1.0,1.0,0.0,0.0,0.0,0.0
167852,19.0,F,0,0,usa,tampa,MCF,2022-05-03,451.0,2023-04-25 17:14:00,13,13,0,0,139,139,0,0,5,1028.0,,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,,,,,,,0,0,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171470,25.0,F,0,0,usa,atlanta,ATL,2022-05-06,448.0,2023-05-29 11:40:00,9,5,2,2,456,37,400,19,3,14814.0,588.0,2,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,8159.82,7871.995,,0,0,,,,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174997,33.0,F,0,0,usa,grand rapids,GRR,2022-05-10,444.0,2023-07-15 05:27:00,9,5,1,3,267,54,155,58,4,8044.0,267.0,3,1,2,2,2,2,0,2,2.0,0,2,7.0,15.0,4.0,2.0,448.0,448.0,448.0,0,0,2.0,0.0,3230.1178456931284,3226.49,3226.49,590.43,1,0,3674.49,3674.49,1038.43,0,1,0,0.33,1.0,2.0,1.0,1615.06,133.5,0.0,129.8,295.22,0.0,1.0,1.0,0.0,0.25,0.0
175032,30.0,F,0,0,usa,houston,IAH,2022-05-10,444.0,2023-07-20 21:09:00,14,10,0,4,174,59,0,115,4,1290.0,18.0,4,0,4,3,2,4,2,2,3.0,1,0,7.0,18.0,16.0,7.0,4104.0,3691.8,3691.8,1,0,5.0,2.0,4995.720231584681,1333.64,1333.64,1333.64,0,0,5437.64,5025.44,5025.44,0,1,0,0.0,1.67,4.0,1.75,1665.24,4.5,0.5,44.87,266.73,0.0,1.33,0.0,0.25,0.14,0.0
181157,54.0,F,1,0,usa,houston,HOU,2022-05-15,439.0,2023-07-07 10:41:00,10,5,1,4,378,57,200,121,4,8513.0,212.0,4,1,3,3,3,3,2,1,3.0,0,2,14.0,16.0,10.0,6.0,6069.0,6037.8,4987.8,0,0,6.0,3.0,3582.677077173689,4805.81,4725.4055,959.0255,2,0,10874.81,10763.2055,5946.8255,0,1,0,0.25,2.0,3.33,2.0,1194.23,70.67,0.67,99.11,159.84,1.0,1.0,0.67,0.0,0.33,0.0
182191,20.0,F,0,1,usa,phoenix,PHX,2022-05-16,438.0,2023-07-04 16:43:00,9,7,1,1,161,68,80,13,2,5420.303752,252.0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,537.67,537.67,,0,0,,,,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187212,56.0,F,1,1,usa,los angeles,LAX,2022-05-21,433.0,2023-06-09 18:13:00,12,9,0,3,187,119,0,68,4,1386.0,24.0,3,0,3,3,3,3,0,3,3.0,0,1,10.0,24.0,6.0,3.0,904.0,904.0,904.0,2,1,3.0,2.0,7016.14652102324,1242.57,1242.57,1242.57,1,1,2146.57,2146.57,2146.57,0,1,0,0.0,1.0,2.0,1.0,2338.72,8.0,0.0,119.25,414.19,0.0,1.0,0.33,0.0,0.5,0.33
189676,37.0,F,0,1,usa,fort worth,FTW,2022-05-23,431.0,2023-05-03 19:49:00,10,6,1,3,312,55,200,57,3,8032.0,228.0,3,1,2,1,1,2,0,2,1.0,0,0,6.0,4.0,18.0,4.0,5001.0,5001.0,5001.0,0,0,3.0,2.0,2284.548320487928,1317.05,1302.502,1244.31,0,0,6318.05,6303.502,6245.31,0,1,0,0.33,3.0,9.0,2.0,2284.55,114.0,0.0,86.74,414.77,2.0,2.0,0.0,0.0,0.0,0.0
190866,38.0,F,0,0,usa,tallahassee,TLH,2022-05-24,430.0,2023-07-03 11:02:00,12,4,1,7,444,48,200,196,2,9019.0,240.0,7,1,6,6,6,6,0,6,6.0,0,2,18.0,44.0,11.0,6.0,2851.0,2851.0,1573.0,2,1,6.0,2.0,14877.910216456663,5225.8,5225.8,2738.55,1,3,8076.8,8076.8,4311.55,0,1,0,0.14,1.0,1.83,1.0,2479.65,40.0,0.0,65.33,456.43,0.0,1.0,0.33,0.0,0.25,0.33
195192,29.0,F,0,0,usa,chicago,MDW,2022-05-28,426.0,2023-05-29 17:03:00,13,9,0,4,351,244,0,107,2,2604.0,39.0,4,0,4,4,4,4,0,4,3.0,0,2,14.0,39.0,9.0,6.0,3577.0,3577.0,3577.0,0,2,6.0,1.0,5088.506293087431,1304.41,1304.41,1304.41,0,0,4881.41,4881.41,4881.41,0,1,0,0.0,1.5,2.25,1.5,1272.13,9.75,0.0,90.4,217.4,0.0,1.0,0.5,0.0,0.0,0.25
204943,42.0,M,0,0,canada,ottawa,YOW,2022-06-06,418.0,2023-05-26 21:01:00,11,1,1,9,364,3,137,224,3,8882.0,251.0,9,1,8,8,8,7,1,7,8.0,0,3,29.0,55.0,19.0,10.0,9068.0,9068.0,4206.0,3,1,11.0,8.0,14369.511721171732,4035.52,4008.762,3518.172,3,2,13103.52,13076.762,7724.172,0,1,0,0.11,1.38,2.71,1.43,1796.19,31.38,0.13,40.65,319.83,1.0,0.88,0.38,0.0,0.4,0.2
204997,39.0,F,1,0,usa,kansas city,MCI,2022-06-06,418.0,2023-07-10 17:00:00,9,3,2,4,475,34,242,199,4,11457.423602,274.0,4,2,2,2,2,1,0,2,2.0,0,0,14.0,14.0,4.0,1.0,4336.0,4302.8,284.0,1,0,2.0,1.0,2544.4937674907433,4472.37,4351.555,488.47,1,0,8808.37,8654.355,772.47,0,1,0,0.5,1.0,4.0,1.0,1272.25,137.0,0.0,193.12,244.24,0.0,0.5,0.0,0.0,0.67,0.0
205044,41.0,F,1,1,canada,toronto,YKZ,2022-06-06,418.0,2023-06-07 04:06:00,12,6,1,5,402,49,181,172,3,8843.0,217.0,5,1,4,4,4,4,2,2,4.0,0,0,19.0,21.0,15.0,7.0,8306.0,8280.8,5742.8,0,2,7.0,1.0,11109.563945341277,6527.65,6499.9975,3254.6875,1,3,14833.65,14780.7975,8997.4875,0,1,0,0.2,1.75,3.75,1.75,2777.39,54.25,0.5,85.69,464.96,0.0,1.0,0.0,0.0,0.13,0.63
206011,40.0,F,0,1,usa,kansas city,MCI,2022-06-07,417.0,2023-07-08 14:36:00,12,6,1,5,339,73,134,132,6,8732.0,190.0,5,1,4,4,4,3,2,2,4.0,0,2,13.0,22.0,9.0,3.0,2258.0,2090.0,1138.0,1,0,4.0,1.0,5894.203054623994,1561.64,1539.822,1024.772,2,0,3819.64,3629.822,2162.772,0,1,0,0.2,1.0,3.0,1.0,1473.55,47.5,0.5,80.1,256.19,0.0,0.75,0.5,0.0,0.43,0.0
216796,23.0,F,0,0,usa,cincinnati,CVG,2022-06-16,408.0,2023-03-09 21:11:00,10,6,2,2,205,49,107,49,6,7221.079836,392.0,2,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,4828.0,4828.0,,0,0,0.0,0.0,0.0,3016.99,2391.7725,,0,0,7844.99,7219.7725,,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217114,21.0,O,1,1,usa,long beach,LGB,2022-06-17,407.0,2023-06-26 16:41:00,11,9,1,1,291,59,200,32,4,7882.0,169.0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,3716.2,3716.2,,0,0,,,,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217136,40.0,F,0,1,usa,little rock,LIT,2022-06-17,407.0,2023-05-14 16:52:00,10,6,1,3,323,53,200,70,3,8122.0,203.0,3,1,2,1,1,2,0,2,1.0,0,0,3.0,7.0,4.0,2.0,659.0,659.0,659.0,0,1,1.0,0.0,2867.3164066210725,6664.13,6664.13,539.57,0,0,7323.13,7323.13,1198.57,0,1,0,0.33,1.0,2.0,1.0,2867.32,101.5,0.0,149.82,539.57,0.0,2.0,0.0,0.0,0.0,0.33
220725,41.0,F,0,0,usa,stockton,SCK,2022-06-20,404.0,2023-06-07 21:27:00,13,6,2,5,550,43,336,171,4,15989.0,190.0,5,2,3,3,3,2,1,2,3.0,0,0,17.0,15.0,7.0,2.0,1402.0,1402.0,962.0,0,0,3.0,1.0,9246.758342897852,2562.76,2562.76,1533.42,0,1,3964.76,3964.76,2495.42,0,1,0,0.4,1.0,3.5,1.0,3082.25,63.33,0.33,178.24,511.14,0.0,0.67,0.0,0.0,0.0,0.2
224996,44.0,F,0,1,canada,halifax,YHZ,2022-06-23,401.0,2023-05-11 21:45:00,10,6,1,3,317,67,200,50,3,8068.0,241.0,3,1,2,2,2,1,0,2,2.0,0,0,5.0,16.0,3.0,1.0,693.0,693.0,693.0,0,0,2.0,0.0,4706.02152473661,5337.12,5337.12,897.61,0,1,6030.12,6030.12,1590.61,0,1,0,0.33,1.0,3.0,1.0,2353.01,120.5,0.0,530.2,448.81,0.0,0.5,0.0,0.0,0.0,0.33
226367,44.0,F,0,0,usa,washington,IAD,2022-06-25,399.0,2023-06-26 22:55:00,9,5,0,4,125,47,0,78,1,924.0,189.0,4,0,4,4,4,3,1,3,3.0,0,1,22.0,189.0,5.0,4.0,1864.0,1864.0,1864.0,0,2,7.0,4.0,13804.735035362362,5383.01,5377.401,5377.401,1,2,7247.01,7241.401,7241.401,0,1,0,0.0,1.75,1.67,1.33,3451.18,47.25,0.25,362.07,768.2,1.0,0.75,0.25,0.0,0.14,0.57
228195,28.0,F,0,1,usa,los angeles,LAX,2022-06-26,398.0,2023-06-01 17:46:00,11,9,1,1,241,116,115,10,2,7840.137667,196.0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,638.32,638.32,,0,0,,,,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228872,36.0,M,0,0,usa,san antonio,RND,2022-06-27,397.0,2023-07-16 06:05:00,11,7,0,4,241,91,0,150,2,1795.0,18.0,4,0,4,3,3,4,0,4,3.0,0,0,16.0,18.0,20.0,7.0,2388.0,2388.0,2388.0,2,0,6.0,3.0,4479.649831481603,979.37,979.37,979.37,1,0,3367.37,3367.37,3367.37,0,1,0,0.0,2.0,5.0,1.75,1493.22,4.5,0.0,24.05,163.23,1.0,1.33,0.0,0.0,0.43,0.0
229009,18.0,F,0,0,usa,stockton,SCK,2022-06-27,397.0,2023-05-22 19:24:00,10,4,2,4,264,59,114,91,3,8050.632044,577.0,4,2,2,2,2,2,0,2,2.0,1,0,5.0,17.0,3.0,2.0,474.0,474.0,474.0,0,0,2.0,1.0,5899.33619362398,3207.18,3080.604,1061.63,0,1,3681.18,3554.604,1535.63,1,0,0,0.5,1.0,1.5,1.0,2949.67,288.5,0.0,255.94,530.82,0.0,1.0,0.0,0.5,0.0,0.25
229330,48.0,F,1,0,usa,colorado springs,COS,2022-06-27,397.0,2023-07-17 18:34:00,11,6,0,5,159,49,0,110,1,1178.0,34.0,5,0,5,5,5,5,0,5,5.0,0,0,19.0,34.0,12.0,8.0,4021.0,4021.0,4021.0,1,1,8.0,1.0,7638.344408929311,2094.39,2094.39,2094.39,0,0,6115.39,6115.39,6115.39,0,1,0,0.0,1.6,2.4,1.6,1527.67,6.8,0.0,63.7,261.8,0.0,1.0,0.0,0.0,0.1,0.1
232647,19.0,F,0,0,usa,birmingham,BHM,2022-06-30,394.0,2023-06-02 16:52:00,10,6,1,3,127,68,10,49,3,1475.0,203.0,3,1,2,1,1,1,0,2,1.0,0,0,3.0,7.0,11.0,1.0,4303.0,4303.0,2343.0,0,0,1.0,1.0,1391.584116650876,2467.74,1910.08,237.1,0,0,6770.74,6213.08,2580.1,1,0,0,0.33,1.0,11.0,1.0,1391.58,101.5,0.0,234.55,237.1,1.0,1.0,0.0,0.0,0.0,0.0
249521,60.0,F,1,1,canada,ottawa,YOW,2022-07-15,379.0,2023-07-04 19:01:00,11,6,0,5,225,111,0,114,3,1672.0,117.0,5,0,5,4,4,5,1,4,3.0,0,0,30.0,117.0,26.0,5.0,5962.0,5940.4,5940.4,0,1,5.0,4.0,12791.480103147698,3668.07,3668.07,3668.07,2,2,9630.07,9608.47,9608.47,0,1,0,0.0,1.25,5.2,1.0,3197.87,23.4,0.2,73.91,733.61,1.0,1.25,0.0,0.0,0.22,0.33
252835,39.0,F,0,1,usa,chicago,ORD,2022-07-18,376.0,2023-07-10 06:24:00,14,4,1,9,346,74,10,262,3,3084.0,69.0,9,1,8,8,7,6,1,7,8.0,0,1,26.0,61.0,17.0,7.0,3126.0,3126.0,2902.0,1,0,9.0,6.0,15411.037295877333,2769.99,2709.075,2659.255,0,0,5895.99,5835.075,5561.255,0,1,0,0.11,1.13,2.83,1.17,1926.38,8.63,0.13,46.73,295.47,0.0,0.75,0.13,0.0,0.07,0.0
258451,24.0,F,0,0,usa,miami,OPF,2022-07-22,372.0,2023-05-06 12:40:00,12,9,1,2,220,71,10,139,3,2156.0,,2,1,1,0,0,1,0,1,0.0,0,0,0.0,0.0,10.0,1.0,5314.0,5314.0,3000.0,0,1,0.0,0.0,0.0,,,,0,0,,,,0,1,0,0.5,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276512,42.0,F,1,1,usa,austin,AUS,2022-08-06,353.0,2023-05-27 01:00:00,12,11,0,1,169,143,0,26,5,1256.0,10.0,1,0,1,1,1,1,0,1,1.0,0,0,3.0,10.0,1.0,1.0,100.0,100.0,100.0,0,0,1.0,1.0,2299.1482701158347,395.69,395.69,395.69,0,0,495.69,495.69,495.69,0,1,0,0.0,1.0,1.0,1.0,2299.15,10.0,0.0,495.69,395.69,1.0,1.0,0.0,0.0,0.0,0.0
281952,38.0,F,0,0,usa,louisville,LOU,2022-08-11,348.0,2023-07-08 20:53:00,11,6,0,5,221,109,0,112,1,1645.0,60.0,5,0,5,5,5,4,1,4,4.0,0,3,30.0,60.0,13.0,4.0,2976.0,2949.3,2949.3,1,1,5.0,4.0,19979.518379170342,3803.81,3803.81,3803.81,0,1,6779.81,6753.11,6753.11,0,1,0,0.0,1.0,3.25,1.0,3995.9,12.0,0.2,129.87,760.76,0.0,0.8,0.6,0.0,0.11,0.22
283325,52.0,F,1,0,usa,dallas,DAL,2022-08-12,347.0,2023-06-22 21:04:00,13,8,0,5,194,75,0,119,5,1445.0,26.0,5,0,5,4,4,5,1,4,4.0,0,0,13.0,26.0,9.0,6.0,3277.0,3277.0,3277.0,0,1,4.0,2.0,7968.938113126496,1393.28,1347.953,1347.953,0,0,4670.28,4624.953,4624.953,0,1,0,0.0,1.0,1.8,1.2,1992.23,5.2,0.2,85.65,336.99,0.0,1.25,0.0,0.0,0.0,0.11
290123,42.0,F,1,0,usa,houston,HOU,2022-08-18,341.0,2023-07-14 06:23:00,13,5,0,8,262,73,0,189,0,1947.0,50.0,8,0,8,8,7,7,0,8,8.0,0,3,21.0,50.0,19.0,11.0,6231.0,6231.0,6231.0,0,3,12.0,7.0,18479.09396771645,5091.23,5091.23,5091.23,0,1,11322.23,11322.23,11322.23,0,1,0,0.0,1.5,2.71,1.57,2309.89,6.25,0.0,54.17,424.27,0.0,0.88,0.38,0.0,0.0,0.27
297546,52.0,F,1,0,usa,new york,JFK,2022-08-24,335.0,2023-07-07 21:49:00,12,4,0,8,287,101,0,186,2,2135.0,33.0,8,0,8,6,5,7,2,6,6.0,0,1,25.0,33.0,39.0,9.0,6254.0,6176.0,6176.0,0,0,8.0,4.0,11905.936067142047,2436.76,2436.76,2436.76,2,2,8690.76,8612.76,8612.76,0,1,0,0.0,1.33,5.57,1.29,1984.32,4.13,0.25,24.54,304.6,0.0,1.17,0.13,0.0,0.15,0.15
298253,47.0,F,1,1,usa,los angeles,LAX,2022-08-24,335.0,2023-06-13 21:35:00,12,9,0,3,156,106,0,50,3,1167.0,20.0,3,0,3,3,3,1,1,2,3.0,0,1,25.0,20.0,5.0,1.0,320.0,320.0,320.0,1,0,3.0,2.0,8854.914343956767,1617.9,1450.7475,1450.7475,0,1,1937.9,1770.7475,1770.7475,0,1,0,0.0,1.0,5.0,1.0,2951.64,6.67,0.33,354.15,483.58,0.0,0.33,0.33,0.0,0.25,0.25
299476,40.0,F,1,0,usa,atlanta,ATL,2022-08-25,334.0,2023-07-19 14:27:00,13,9,1,3,507,155,200,152,5,9477.0,70.0,3,1,2,2,2,2,0,2,1.0,0,1,15.0,63.0,11.0,2.0,11519.0,11506.2,11391.0,1,1,3.0,1.0,8811.535955667165,3639.67,3639.67,3070.5,0,1,15158.67,15145.87,14461.5,0,1,0,0.33,1.5,5.5,1.0,4405.77,35.0,0.0,657.34,1023.5,0.0,1.0,0.5,0.0,0.25,0.5
306165,22.0,F,0,0,usa,cleveland,CLE,2022-08-31,329.0,2023-07-07 11:28:00,11,11,0,0,138,138,0,0,1,1030.0,,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,,,,,,,0,0,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306819,61.0,F,1,1,usa,new york,JFK,2022-09-01,328.0,2023-07-17 15:56:00,11,8,1,2,358,75,156,127,4,8716.0,13.0,2,1,1,1,1,1,0,1,1.0,0,1,3.0,4.0,1.0,1.0,633.0,633.0,370.0,0,1,1.0,1.0,295.369724726902,160.16,160.16,50.16,1,0,793.16,793.16,420.16,0,0,1,0.5,1.0,1.0,1.0,295.37,13.0,0.0,420.16,50.16,1.0,1.0,1.0,0.0,0.5,0.5
312488,32.0,M,1,0,usa,new york,JFK,2022-09-05,324.0,2023-07-09 22:17:00,11,8,0,3,140,72,0,68,2,1049.0,21.0,3,0,3,3,3,3,0,3,3.0,0,0,7.0,21.0,4.0,3.0,673.0,673.0,673.0,0,1,3.0,3.0,10082.267524353834,1802.79,1802.79,1802.79,0,2,2475.79,2475.79,2475.79,0,1,0,0.0,1.0,1.33,1.0,3360.76,7.0,0.0,206.32,600.93,1.0,1.0,0.0,0.0,0.0,0.5
