user_id,final_group,perk
353271,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
353694,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
354050,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
354260,business_booker,"Lounge access, priority boarding & check in"
354311,business_booker,"Lounge access, priority boarding & check in"
354950,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
356046,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
357737,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
359072,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
359080,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
359653,business_booker,"Lounge access, priority boarding & check in"
361459,business_booker,"Lounge access, priority boarding & check in"
361759,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
363535,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
371201,business_booker,"Lounge access, priority boarding & check in"
372970,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
373489,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
374331,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
374340,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
374341,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
375160,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
375729,business_booker,"Lounge access, priority boarding & check in"
375751,business_booker,"Lounge access, priority boarding & check in"
376159,business_booker,"Lounge access, priority boarding & check in"
377069,window_shopper,"15% book now voucher, info mails about chosen destinations"
377411,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
378565,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
379543,business_booker,"Lounge access, priority boarding & check in"
380434,business_booker,"Lounge access, priority boarding & check in"
380436,business_booker,"Lounge access, priority boarding & check in"
380757,business_booker,"Lounge access, priority boarding & check in"
380949,business_booker,"Lounge access, priority boarding & check in"
381259,business_booker,"Lounge access, priority boarding & check in"
381465,business_booker,"Lounge access, priority boarding & check in"
382181,business_booker,"Lounge access, priority boarding & check in"
382384,business_booker,"Lounge access, priority boarding & check in"
382533,window_shopper,"15% book now voucher, info mails about chosen destinations"
386255,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
386469,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
386914,business_booker,"Lounge access, priority boarding & check in"
387282,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
387783,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
388328,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
388947,business_booker,"Lounge access, priority boarding & check in"
389434,business_booker,"Lounge access, priority boarding & check in"
389662,business_booker,"Lounge access, priority boarding & check in"
389759,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
390811,business_booker,"Lounge access, priority boarding & check in"
392453,business_booker,"Lounge access, priority boarding & check in"
395202,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
395981,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
396552,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
399137,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
399218,business_booker,"Lounge access, priority boarding & check in"
399799,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
400582,business_booker,"Lounge access, priority boarding & check in"
400899,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
402332,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
402978,business_booker,"Lounge access, priority boarding & check in"
403881,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
404879,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
405305,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
406210,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
407118,business_booker,"Lounge access, priority boarding & check in"
407275,business_booker,"Lounge access, priority boarding & check in"
407434,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
407642,business_booker,"Lounge access, priority boarding & check in"
408551,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
409073,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
411179,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
411701,business_booker,"Lounge access, priority boarding & check in"
413128,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
413340,business_booker,"Lounge access, priority boarding & check in"
413418,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
413658,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
414128,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
415282,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
415381,business_booker,"Lounge access, priority boarding & check in"
415581,business_booker,"Lounge access, priority boarding & check in"
416319,business_booker,"Lounge access, priority boarding & check in"
416580,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
417679,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
418329,business_booker,"Lounge access, priority boarding & check in"
418488,business_booker,"Lounge access, priority boarding & check in"
418692,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
420648,business_booker,"Lounge access, priority boarding & check in"
420669,business_booker,"Lounge access, priority boarding & check in"
421247,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
421515,business_booker,"Lounge access, priority boarding & check in"
421666,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
421700,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
422066,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
422668,window_shopper,"15% book now voucher, info mails about chosen destinations"
423042,business_booker,"Lounge access, priority boarding & check in"
424553,business_booker,"Lounge access, priority boarding & check in"
425632,business_booker,"Lounge access, priority boarding & check in"
425653,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
425953,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
425966,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
426478,business_booker,"Lounge access, priority boarding & check in"
427426,business_booker,"Lounge access, priority boarding & check in"
427506,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
428056,business_booker,"Lounge access, priority boarding & check in"
428552,business_booker,"Lounge access, priority boarding & check in"
428858,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
429345,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
429375,business_booker,"Lounge access, priority boarding & check in"
430722,business_booker,"Lounge access, priority boarding & check in"
431337,business_booker,"Lounge access, priority boarding & check in"
431602,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
431746,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
431899,business_booker,"Lounge access, priority boarding & check in"
431912,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
432333,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
432637,business_booker,"Lounge access, priority boarding & check in"
432941,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
433339,business_booker,"Lounge access, priority boarding & check in"
433905,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
434238,business_booker,"Lounge access, priority boarding & check in"
434623,business_booker,"Lounge access, priority boarding & check in"
435231,business_booker,"Lounge access, priority boarding & check in"
435596,business_booker,"Lounge access, priority boarding & check in"
435669,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
435837,business_booker,"Lounge access, priority boarding & check in"
435882,business_booker,"Lounge access, priority boarding & check in"
436320,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
436894,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
437069,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
437162,business_booker,"Lounge access, priority boarding & check in"
437251,business_booker,"Lounge access, priority boarding & check in"
437549,business_booker,"Lounge access, priority boarding & check in"
438189,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
438406,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
438551,business_booker,"Lounge access, priority boarding & check in"
438839,business_booker,"Lounge access, priority boarding & check in"
438985,business_booker,"Lounge access, priority boarding & check in"
438995,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
439052,business_booker,"Lounge access, priority boarding & check in"
439120,business_booker,"Lounge access, priority boarding & check in"
439363,business_booker,"Lounge access, priority boarding & check in"
440212,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
441200,business_booker,"Lounge access, priority boarding & check in"
441205,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
441448,business_booker,"Lounge access, priority boarding & check in"
441457,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
441982,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
442484,business_booker,"Lounge access, priority boarding & check in"
442718,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
442812,business_booker,"Lounge access, priority boarding & check in"
442819,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
442833,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
443305,business_booker,"Lounge access, priority boarding & check in"
443598,business_booker,"Lounge access, priority boarding & check in"
443652,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
444387,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
444885,business_booker,"Lounge access, priority boarding & check in"
445351,business_booker,"Lounge access, priority boarding & check in"
445515,business_booker,"Lounge access, priority boarding & check in"
446124,business_booker,"Lounge access, priority boarding & check in"
446138,business_booker,"Lounge access, priority boarding & check in"
446473,business_booker,"Lounge access, priority boarding & check in"
446933,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
447053,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
447737,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
448025,business_booker,"Lounge access, priority boarding & check in"
448154,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
448295,business_booker,"Lounge access, priority boarding & check in"
448467,business_booker,"Lounge access, priority boarding & check in"
449033,business_booker,"Lounge access, priority boarding & check in"
449326,business_booker,"Lounge access, priority boarding & check in"
449619,business_booker,"Lounge access, priority boarding & check in"
449804,business_booker,"Lounge access, priority boarding & check in"
450164,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
450193,business_booker,"Lounge access, priority boarding & check in"
450305,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
450615,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
451291,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
451674,window_shopper,"15% book now voucher, info mails about chosen destinations"
452034,business_booker,"Lounge access, priority boarding & check in"
452532,business_booker,"Lounge access, priority boarding & check in"
452594,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
453143,business_booker,"Lounge access, priority boarding & check in"
453168,business_booker,"Lounge access, priority boarding & check in"
454264,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
454430,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
454616,business_booker,"Lounge access, priority boarding & check in"
454661,business_booker,"Lounge access, priority boarding & check in"
454920,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
454934,business_booker,"Lounge access, priority boarding & check in"
456226,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
456318,business_booker,"Lounge access, priority boarding & check in"
456663,business_booker,"Lounge access, priority boarding & check in"
456671,business_booker,"Lounge access, priority boarding & check in"
457468,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
457599,business_booker,"Lounge access, priority boarding & check in"
457967,window_shopper,"15% book now voucher, info mails about chosen destinations"
458479,business_booker,"Lounge access, priority boarding & check in"
458688,business_booker,"Lounge access, priority boarding & check in"
458725,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
458762,business_booker,"Lounge access, priority boarding & check in"
458814,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
458855,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
458919,business_booker,"Lounge access, priority boarding & check in"
459229,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
459486,business_booker,"Lounge access, priority boarding & check in"
459645,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
460072,business_booker,"Lounge access, priority boarding & check in"
460181,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
460553,business_booker,"Lounge access, priority boarding & check in"
460625,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
461559,business_booker,"Lounge access, priority boarding & check in"
461744,business_booker,"Lounge access, priority boarding & check in"
461791,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
462127,business_booker,"Lounge access, priority boarding & check in"
462456,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
462894,business_booker,"Lounge access, priority boarding & check in"
463652,business_booker,"Lounge access, priority boarding & check in"
463783,business_booker,"Lounge access, priority boarding & check in"
463867,business_booker,"Lounge access, priority boarding & check in"
463910,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
464080,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
464239,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
464542,business_booker,"Lounge access, priority boarding & check in"
464597,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
464614,business_booker,"Lounge access, priority boarding & check in"
464673,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
464782,business_booker,"Lounge access, priority boarding & check in"
464855,business_booker,"Lounge access, priority boarding & check in"
465138,business_booker,"Lounge access, priority boarding & check in"
465343,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
465531,business_booker,"Lounge access, priority boarding & check in"
465568,business_booker,"Lounge access, priority boarding & check in"
465731,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
466205,business_booker,"Lounge access, priority boarding & check in"
466342,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
466723,business_booker,"Lounge access, priority boarding & check in"
467339,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
467809,business_booker,"Lounge access, priority boarding & check in"
467892,business_booker,"Lounge access, priority boarding & check in"
468106,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
468409,business_booker,"Lounge access, priority boarding & check in"
468666,business_booker,"Lounge access, priority boarding & check in"
468832,business_booker,"Lounge access, priority boarding & check in"
469237,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
469418,business_booker,"Lounge access, priority boarding & check in"
469464,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
469699,business_booker,"Lounge access, priority boarding & check in"
469767,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
469824,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
471161,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
471186,business_booker,"Lounge access, priority boarding & check in"
471500,business_booker,"Lounge access, priority boarding & check in"
471565,business_booker,"Lounge access, priority boarding & check in"
471649,business_booker,"Lounge access, priority boarding & check in"
471687,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
471935,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
471946,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
471973,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
472394,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
472713,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
472785,business_booker,"Lounge access, priority boarding & check in"
472966,business_booker,"Lounge access, priority boarding & check in"
473343,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
473402,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
473467,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
473568,business_booker,"Lounge access, priority boarding & check in"
473712,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
473847,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
474007,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
474120,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
474239,window_shopper,"15% book now voucher, info mails about chosen destinations"
474278,groups,"Free bags, 10% discount on bookings for 5+ seats"
474384,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
474546,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
474951,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
474980,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
475060,business_booker,"Lounge access, priority boarding & check in"
475130,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
475467,business_booker,"Lounge access, priority boarding & check in"
475531,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
476081,business_booker,"Lounge access, priority boarding & check in"
476104,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
476124,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
476173,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
476270,business_booker,"Lounge access, priority boarding & check in"
476393,business_booker,"Lounge access, priority boarding & check in"
476436,business_booker,"Lounge access, priority boarding & check in"
476535,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
476665,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
476714,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
476916,window_shopper,"15% book now voucher, info mails about chosen destinations"
476956,business_booker,"Lounge access, priority boarding & check in"
477285,business_booker,"Lounge access, priority boarding & check in"
477316,business_booker,"Lounge access, priority boarding & check in"
477730,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
477805,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
478003,business_booker,"Lounge access, priority boarding & check in"
478146,business_booker,"Lounge access, priority boarding & check in"
478188,business_booker,"Lounge access, priority boarding & check in"
478228,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
478291,business_booker,"Lounge access, priority boarding & check in"
478533,business_booker,"Lounge access, priority boarding & check in"
478760,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
478801,business_booker,"Lounge access, priority boarding & check in"
478834,business_booker,"Lounge access, priority boarding & check in"
479071,business_booker,"Lounge access, priority boarding & check in"
479101,business_booker,"Lounge access, priority boarding & check in"
479254,business_booker,"Lounge access, priority boarding & check in"
479524,business_booker,"Lounge access, priority boarding & check in"
479785,window_shopper,"15% book now voucher, info mails about chosen destinations"
480186,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
480313,business_booker,"Lounge access, priority boarding & check in"
480331,business_booker,"Lounge access, priority boarding & check in"
480690,business_booker,"Lounge access, priority boarding & check in"
480796,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
480877,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
480975,weekend_tripper,"Romantic candle light dinner, champaign on the room, rebate for room upgrade"
481245,business_booker,"Lounge access, priority boarding & check in"
481292,business_booker,"Lounge access, priority boarding & check in"
481554,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
481772,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
481781,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
482264,business_booker,"Lounge access, priority boarding & check in"
482335,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
482424,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
482548,business_booker,"Lounge access, priority boarding & check in"
482602,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
482630,business_booker,"Lounge access, priority boarding & check in"
482744,business_booker,"Lounge access, priority boarding & check in"
482811,window_shopper,"15% book now voucher, info mails about chosen destinations"
483224,business_booker,"Lounge access, priority boarding & check in"
483480,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
483483,business_booker,"Lounge access, priority boarding & check in"
483525,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
483603,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
483928,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
483982,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
484249,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
484418,business_booker,"Lounge access, priority boarding & check in"
484987,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
485149,business_booker,"Lounge access, priority boarding & check in"
485260,business_booker,"Lounge access, priority boarding & check in"
485393,window_shopper,"15% book now voucher, info mails about chosen destinations"
485505,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
485518,weekend_tripper,"Romantic candle light dinner, champaign on the room, rebate for room upgrade"
485536,window_shopper,"15% book now voucher, info mails about chosen destinations"
485544,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
485591,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
485658,business_booker,"Lounge access, priority boarding & check in"
485780,business_booker,"Lounge access, priority boarding & check in"
485785,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
485891,business_booker,"Lounge access, priority boarding & check in"
485894,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
486046,weekend_tripper,"Romantic candle light dinner, champaign on the room, rebate for room upgrade"
486113,business_booker,"Lounge access, priority boarding & check in"
486191,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
486270,business_booker,"Lounge access, priority boarding & check in"
486366,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
486454,business_booker,"Lounge access, priority boarding & check in"
486605,business_booker,"Lounge access, priority boarding & check in"
486671,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
486751,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
486823,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
487002,business_booker,"Lounge access, priority boarding & check in"
487036,business_booker,"Lounge access, priority boarding & check in"
487101,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
487276,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
487352,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
487453,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
487637,business_booker,"Lounge access, priority boarding & check in"
487680,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
487858,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
487954,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
488099,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
488246,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
488314,business_booker,"Lounge access, priority boarding & check in"
488410,business_booker,"Lounge access, priority boarding & check in"
488430,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
488462,business_booker,"Lounge access, priority boarding & check in"
488529,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
488539,window_shopper,"15% book now voucher, info mails about chosen destinations"
488672,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
488827,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
488865,business_booker,"Lounge access, priority boarding & check in"
488870,business_booker,"Lounge access, priority boarding & check in"
488918,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
488974,business_booker,"Lounge access, priority boarding & check in"
489096,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
489131,window_shopper,"15% book now voucher, info mails about chosen destinations"
489575,business_booker,"Lounge access, priority boarding & check in"
489635,business_booker,"Lounge access, priority boarding & check in"
489730,business_booker,"Lounge access, priority boarding & check in"
489785,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
489802,business_booker,"Lounge access, priority boarding & check in"
